"TIME","GEO","UNIT","NA_ITEM","Value","Flag and Footnotes"
"2011","Norway","Current prices, million euro","Gross domestic product at market prices","358 339.5",""
"2011","Norway","Chain linked volumes (2010), million euro","Gross domestic product at market prices","326 938.4",""
"2011","Switzerland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.920",""
"2011","Switzerland","Current prices, million euro","Gross domestic product at market prices","520 201.4",""
"2011","Switzerland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","464 689.6",""
"2011","United Kingdom","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.276",""
"2011","United Kingdom","Current prices, million euro","Gross domestic product at market prices","1 912 869.3",""
"2011","United Kingdom","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1 896 059.0",""
"2011","Montenegro","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.2",""
"2011","Montenegro","Current prices, million euro","Gross domestic product at market prices","3 264.8",""
"2011","Montenegro","Chain linked volumes (2010), million euro","Gross domestic product at market prices","3 226.0",""
"2011","North Macedonia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.340",""
"2011","North Macedonia","Current prices, million euro","Gross domestic product at market prices","7 544.2",""
"2011","North Macedonia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","7 274.6",""
"2011","Albania","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"2011","Albania","Current prices, million euro","Gross domestic product at market prices","9 268.3",""
"2011","Albania","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"2011","Serbia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.036",""
"2011","Serbia","Current prices, million euro","Gross domestic product at market prices","35 431.7",""
"2011","Serbia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","32 188.2",""
"2011","Turkey","Chain linked volumes, index 2010=100","Gross domestic product at market prices","111.200",""
"2011","Turkey","Current prices, million euro","Gross domestic product at market prices","600 961.4",""
"2011","Turkey","Chain linked volumes (2010), million euro","Gross domestic product at market prices","650 360.2",""
"2011","Bosnia and Herzegovina","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.960",""
"2011","Bosnia and Herzegovina","Current prices, million euro","Gross domestic product at market prices","13 411.8",""
"2011","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Gross domestic product at market prices","13 093.3",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.377",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Gross domestic product at market prices","4 814.5",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","4 594.6",""
"2012","European Union - 27 countries (from 2020)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.083",""
"2012","European Union - 27 countries (from 2020)","Current prices, million euro","Gross domestic product at market prices","11 388 518.2",""
"2012","European Union - 27 countries (from 2020)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","11 096 150.6",""
"2012","European Union - 28 countries (2013-2020)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.321",""
"2012","European Union - 28 countries (2013-2020)","Current prices, million euro","Gross domestic product at market prices","13 499 547.1",""
"2012","European Union - 28 countries (2013-2020)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","13 019 195.5",""
"2012","European Union - 15 countries (1995-2004)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.113",""
"2012","European Union - 15 countries (1995-2004)","Current prices, million euro","Gross domestic product at market prices","12 419 946.7",""
"2012","European Union - 15 countries (1995-2004)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","11 961 177.0",""
"2012","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.751",""
"2012","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Current prices, million euro","Gross domestic product at market prices","9 778 987.8",""
"2012","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9 556 320.5",""
"2012","Euro area - 19 countries  (from 2015)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.799",""
"2012","Euro area - 19 countries  (from 2015)","Current prices, million euro","Gross domestic product at market prices","9 834 616.9",""
"2012","Euro area - 19 countries  (from 2015)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9 607 142.9",""
"2012","Euro area - 12 countries (2001-2006)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.720",""
"2012","Euro area - 12 countries (2001-2006)","Current prices, million euro","Gross domestic product at market prices","9 624 302.7",""
"2012","Euro area - 12 countries (2001-2006)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9 406 704.1",""
"2012","Belgium","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.446",""
"2012","Belgium","Current prices, million euro","Gross domestic product at market prices","386 174.7",""
"2012","Belgium","Chain linked volumes (2010), million euro","Gross domestic product at market prices","372 023.4",""
"2012","Bulgaria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.720",""
"2012","Bulgaria","Current prices, million euro","Gross domestic product at market prices","42 048.6",""
"2012","Bulgaria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","39 093.1",""
"2012","Czechia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.962",""
"2012","Czechia","Current prices, million euro","Gross domestic product at market prices","162 587.5",""
"2012","Czechia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","159 439.3",""
"2012","Denmark","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.566",""
"2012","Denmark","Current prices, million euro","Gross domestic product at market prices","254 578.0",""
"2012","Denmark","Chain linked volumes (2010), million euro","Gross domestic product at market prices","246 974.1",""
"2012","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.360",""
"2012","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Gross domestic product at market prices","2 745 310.0",""
"2012","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2 676 210.8",""
"2012","Estonia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","110.768",""
"2012","Estonia","Current prices, million euro","Gross domestic product at market prices","18 050.7",""
"2012","Estonia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","16 463.5",""
"2012","Ireland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.730",""
"2012","Ireland","Current prices, million euro","Gross domestic product at market prices","175 103.9",""
"2012","Ireland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","168 897.2",""
"2012","Greece","Chain linked volumes, index 2010=100","Gross domestic product at market prices","83.487",""
"2012","Greece","Current prices, million euro","Gross domestic product at market prices","188 388.7",""
"2012","Greece","Chain linked volumes (2010), million euro","Gross domestic product at market prices","187 114.7",""
"2012","Spain","Chain linked volumes, index 2010=100","Gross domestic product at market prices","96.250",""
"2012","Spain","Current prices, million euro","Gross domestic product at market prices","1 031 099.0",""
"2012","Spain","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1 032 485.5",""
"2012","France","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.513",""
"2012","France","Current prices, million euro","Gross domestic product at market prices","2 088 804.0",""
"2012","France","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2 045 424.7",""
"2012","Croatia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","97.415",""
"2012","Croatia","Current prices, million euro","Gross domestic product at market prices","44 007.9",""
"2012","Croatia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","44 026.6",""
"2012","Italy","Chain linked volumes, index 2010=100","Gross domestic product at market prices","97.705",""
"2012","Italy","Current prices, million euro","Gross domestic product at market prices","1 624 358.7",""
"2012","Italy","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1 574 306.1",""
"2012","Cyprus","Chain linked volumes, index 2010=100","Gross domestic product at market prices","96.941",""
"2012","Cyprus","Current prices, million euro","Gross domestic product at market prices","19 440.8",""
"2012","Cyprus","Chain linked volumes (2010), million euro","Gross domestic product at market prices","18 816.2",""
"2012","Latvia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","110.996",""
"2012","Latvia","Current prices, million euro","Gross domestic product at market prices","22 219.0",""
"2012","Latvia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","19 838.0",""
"2012","Lithuania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","110.115",""
"2012","Lithuania","Current prices, million euro","Gross domestic product at market prices","33 410.2",""
"2012","Lithuania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","30 869.5",""
"2012","Luxembourg","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.178",""
"2012","Luxembourg","Current prices, million euro","Gross domestic product at market prices","44 112.1",""
"2012","Luxembourg","Chain linked volumes (2010), million euro","Gross domestic product at market prices","41 052.8",""
"2012","Hungary","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.530",""
"2012","Hungary","Current prices, million euro","Gross domestic product at market prices","99 984.0",""
"2012","Hungary","Chain linked volumes (2010), million euro","Gross domestic product at market prices","100 103.8",""
"2012","Malta","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.604",""
"2012","Malta","Current prices, million euro","Gross domestic product at market prices","7 364.5",""
"2012","Malta","Chain linked volumes (2010), million euro","Gross domestic product at market prices","7 129.6",""
"2012","Netherlands","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.505",""
"2012","Netherlands","Current prices, million euro","Gross domestic product at market prices","652 966.0",""
"2012","Netherlands","Chain linked volumes (2010), million euro","Gross domestic product at market prices","642 414.0",""
"2012","Austria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.623",""
"2012","Austria","Current prices, million euro","Gross domestic product at market prices","318 653.0",""
"2012","Austria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","306 617.4",""
"2012","Poland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","106.146",""
"2012","Poland","Current prices, million euro","Gross domestic product at market prices","387 947.0",""
"2012","Poland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","384 449.6",""
"2012","Portugal","Chain linked volumes, index 2010=100","Gross domestic product at market prices","94.315",""
"2012","Portugal","Current prices, million euro","Gross domestic product at market prices","168 295.6",""
"2012","Portugal","Chain linked volumes (2010), million euro","Gross domestic product at market prices","169 400.6",""
"2012","Romania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.986",""
"2012","Romania","Current prices, million euro","Gross domestic product at market prices","132 711.2",""
"2012","Romania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","130 473.2",""
"2012","Slovenia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","98.199",""
"2012","Slovenia","Current prices, million euro","Gross domestic product at market prices","36 253.3",""
"2012","Slovenia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","35 709.1",""
"2012","Slovakia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.798",""
"2012","Slovakia","Current prices, million euro","Gross domestic product at market prices","73 575.8",""
"2012","Slovakia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","71 460.3",""
"2012","Finland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.115",""
"2012","Finland","Current prices, million euro","Gross domestic product at market prices","201 037.0",""
"2012","Finland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","190 239.9",""
"2012","Sweden","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.588",""
"2012","Sweden","Current prices, million euro","Gross domestic product at market prices","430 037.1",""
"2012","Sweden","Chain linked volumes (2010), million euro","Gross domestic product at market prices","384 393.2",""
"2012","Iceland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.929",""
"2012","Iceland","Current prices, million euro","Gross domestic product at market prices","11 479.9",""
"2012","Iceland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","10 687.5",""
"2012","Liechtenstein","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"2012","Liechtenstein","Current prices, million euro","Gross domestic product at market prices",":",""
"2012","Liechtenstein","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"2012","Norway","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.711",""
"2012","Norway","Current prices, million euro","Gross domestic product at market prices","396 523.5",""
"2012","Norway","Chain linked volumes (2010), million euro","Gross domestic product at market prices","335 775.9",""
"2012","Switzerland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.161",""
"2012","Switzerland","Current prices, million euro","Gross domestic product at market prices","538 439.0",""
"2012","Switzerland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","470 345.8",""
"2012","United Kingdom","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.724",""
"2012","United Kingdom","Current prices, million euro","Gross domestic product at market prices","2 111 028.9",""
"2012","United Kingdom","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1 923 180.1",""
"2012","Montenegro","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.4",""
"2012","Montenegro","Current prices, million euro","Gross domestic product at market prices","3 181.5",""
"2012","Montenegro","Chain linked volumes (2010), million euro","Gross domestic product at market prices","3 138.1",""
"2012","North Macedonia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.873",""
"2012","North Macedonia","Current prices, million euro","Gross domestic product at market prices","7 584.8",""
"2012","North Macedonia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","7 241.4",""
"2012","Albania","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"2012","Albania","Current prices, million euro","Gross domestic product at market prices","9 585.8",""
"2012","Albania","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"2012","Serbia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.341",""
"2012","Serbia","Current prices, million euro","Gross domestic product at market prices","33 679.3",""
"2012","Serbia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","31 968.8",""
"2012","Turkey","Chain linked volumes, index 2010=100","Gross domestic product at market prices","116.525",""
"2012","Turkey","Current prices, million euro","Gross domestic product at market prices","683 587.3",""
"2012","Turkey","Chain linked volumes (2010), million euro","Gross domestic product at market prices","681 502.7",""
"2012","Bosnia and Herzegovina","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.130",""
"2012","Bosnia and Herzegovina","Current prices, million euro","Gross domestic product at market prices","13 407.5",""
"2012","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Gross domestic product at market prices","12 985.7",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","107.309",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Gross domestic product at market prices","5 058.8",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","4 723.7",""
"2013","European Union - 27 countries (from 2020)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.041",""
"2013","European Union - 27 countries (from 2020)","Current prices, million euro","Gross domestic product at market prices","11 517 118.7",""
"2013","European Union - 27 countries (from 2020)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","11 091 620.6",""
"2013","European Union - 28 countries (2013-2020)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.632",""
"2013","European Union - 28 countries (2013-2020)","Current prices, million euro","Gross domestic product at market prices","13 613 456.7",""
"2013","European Union - 28 countries (2013-2020)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","13 059 218.9",""
"2013","European Union - 15 countries (1995-2004)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.351",""
"2013","European Union - 15 countries (1995-2004)","Current prices, million euro","Gross domestic product at market prices","12 516 368.4",""
"2013","European Union - 15 countries (1995-2004)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","11 989 311.4",""
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.494",""
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Current prices, million euro","Gross domestic product at market prices","9 875 312.9",""
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9 531 957.6",""
"2013","Euro area - 19 countries  (from 2015)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.561",""
"2013","Euro area - 19 countries  (from 2015)","Current prices, million euro","Gross domestic product at market prices","9 933 318.7",""
"2013","Euro area - 19 countries  (from 2015)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9 584 449.1",""
"2013","Euro area - 12 countries (2001-2006)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.464",""
"2013","Euro area - 12 countries (2001-2006)","Current prices, million euro","Gross domestic product at market prices","9 719 437.1",""
"2013","Euro area - 12 countries (2001-2006)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9 382 836.3",""
"2013","Belgium","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.917",""
"2013","Belgium","Current prices, million euro","Gross domestic product at market prices","392 880.0",""
"2013","Belgium","Chain linked volumes (2010), million euro","Gross domestic product at market prices","373 731.9",""
"2013","Bulgaria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.054",""
"2013","Bulgaria","Current prices, million euro","Gross domestic product at market prices","41 903.5",""
"2013","Bulgaria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","39 220.5",""
"2013","Czechia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.915",""
"2013","Czechia","Current prices, million euro","Gross domestic product at market prices","159 461.5",""
"2013","Czechia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","159 366.1",""
